review,rating,date,bank,source,sentiment_label,sentiment_score,clean_review,theme
Apollo's,1,2024-08-29,BOA,Google Play,POSITIVE,0.9974138736724854,apollos,Other
The worst experience ever,1,2024-08-29,BOA,Google Play,NEGATIVE,0.999792754650116,the worst experience ever,Other
Hussenaliumar,5,2024-08-29,BOA,Google Play,NEGATIVE,0.6654528975486755,hussenaliumar,Other
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,NEGATIVE,0.999367892742157,hi i have problem with this app boa mobile i dont know what is wrong with this app i did many times download but its sam doesnt work if sam like that this app way i have to be customer with them how i know my account and checking save the book is no not enough alone,Other
It is not work for my device,5,2024-08-27,BOA,Google Play,NEGATIVE,0.9997636675834656,it is not work for my device,Other
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,NEGATIVE,0.9990233182907104,im sick and tiered of enabling and disabling developer option everytime i use this app maybe you know it maybe you dont fix it please its anoying,Feature Requests & Suggestions
The worst app ever,1,2024-08-26,BOA,Google Play,NEGATIVE,0.9997934699058532,the worst app ever,Other
Betanya Gebre,3,2024-08-23,BOA,Google Play,POSITIVE,0.8911885619163513,betanya gebre,Other
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,NEGATIVE,0.9855504035949708,i dont recommand it to any one,Other
Excellent app,5,2024-08-21,BOA,Google Play,POSITIVE,0.9998356103897096,excellent app,Other
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,NEGATIVE,0.9988825917243958,the application used to work well but after updates im not able to use the forgot password feature which is blocking me from accessing it as a whole,"Account Access Issues, Feature Requests & Suggestions"
ትርሃስ,5,2024-08-19,BOA,Google Play,NEGATIVE,0.6970566511154175,,Other
Gio,4,2024-08-19,BOA,Google Play,POSITIVE,0.9969680905342102,gio,Other
App isn't working,1,2024-08-18,BOA,Google Play,NEGATIVE,0.9995692372322084,app isnt working,Other
so far good but always it lugs,3,2024-08-17,BOA,Google Play,NEGATIVE,0.982947051525116,so far good but always it lugs,Other
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,NEGATIVE,0.99963116645813,dont trust this bank and its service,Other
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,NEGATIVE,0.9995014667510986,i can not open and use the applicationplease help me,Customer Support
Horrible,1,2024-08-14,BOA,Google Play,NEGATIVE,0.9997841715812684,horrible,Other
Mostly not working 😑,1,2024-08-14,BOA,Google Play,NEGATIVE,0.9995824694633484,mostly not working,Other
Awesome 👌,5,2024-08-12,BOA,Google Play,POSITIVE,0.9998607635498048,awesome,Other
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,NEGATIVE,0.9997915625572203,despite the enhanced technology you have the application doesnt work properly and it asks for the developer option to be turned off fix that,Feature Requests & Suggestions
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,NEGATIVE,0.9998080134391784,very poor app bc highly slow to open the app,Performance Issues
Wedi Tekle .,5,2024-08-11,BOA,Google Play,NEGATIVE,0.84212726354599,wedi tekle,Other
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,NEGATIVE,0.9997676014900208,bad app,Other
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,NEGATIVE,0.9956488013267516,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,Other
Nice appp,5,2024-08-11,BOA,Google Play,POSITIVE,0.9997910857200624,nice appp,Other
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,NEGATIVE,0.952187716960907,,Other
Gooood app my dear,5,2024-08-09,BOA,Google Play,NEGATIVE,0.9005936980247498,gooood app my dear,Other
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,NEGATIVE,0.9410595893859864,harun tamam galanaa,Other
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,NEGATIVE,0.9998038411140442,a total disaster of an app always offline never works its embarassing ive lost hope and taken my business to a competitor,Connectivity Issues
Gamebela,1,2024-08-08,BOA,Google Play,POSITIVE,0.8994185328483582,gamebela,Other
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,NEGATIVE,0.999744474887848,so poor app to use cant start up when open the app,Other
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,NEGATIVE,0.9987001419067384,this app takes too long time to be opened and even it is not working simply as other banks application why this app does not give a digital invoice even i am not able to find where the screeshot is kept after transaction so please the developer should fix all these,Financial Transactions
Good job,5,2024-08-07,BOA,Google Play,POSITIVE,0.999835729598999,good job,Other
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,NEGATIVE,0.9998094439506532,worst app ever not user friendly even doesnt serve basic functionality correctly takes to much time to login and navigate through the app we expected more from this bank,"Account Access Issues, User Interface & Experience"
Bad app .,1,2024-08-06,BOA,Google Play,NEGATIVE,0.9997915625572203,bad app,Other
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,NEGATIVE,0.9994394183158876,i mean how could a big financial company like this be this much irresponsible to release this app you should be ashamed,Other
Review,5,2024-08-06,BOA,Google Play,POSITIVE,0.9946893453598022,review,Other
Goood,4,2024-08-06,BOA,Google Play,NEGATIVE,0.9943867921829224,goood,Other
👎👎👎👎👎👎👎👎👎,1,2024-08-05,BOA,Google Play,NEGATIVE,0.6970566511154175,,Other
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,NEGATIVE,0.99793541431427,is it necessary to switch off developer options every time to use mobile banking,Feature Requests & Suggestions
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,NEGATIVE,0.9997755885124208,the previous version is better it doesnt work,Other
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,NEGATIVE,0.9998201727867126,i dont know what is wrong with boa as a bank in general its been going backwards since last year or so the app is a disaster to use in every possible way not stable to log in and very slow to perform transactions couldnt take a screenshot or cant even find the pictures even using its save screenshot option most of the time it fails to perform transactions and so on simply its the worst,"Performance Issues, Account Access Issues, Feature Requests & Suggestions, Financial Transactions"
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,POSITIVE,0.9958856701850892,take some note from cbe mobile banking app its the best banking app currently take some note and improve ur app sometimes u have to learn from the bests,Feature Requests & Suggestions
It's a useless app,1,2024-08-02,BOA,Google Play,NEGATIVE,0.9998058676719666,its a useless app,Other
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,NEGATIVE,0.9968530535697936,its not working as it was so much need to improve it was the best but not anymore,Feature Requests & Suggestions
Poor network,1,2024-08-01,BOA,Google Play,NEGATIVE,0.9997891783714294,poor network,Connectivity Issues
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,NEGATIVE,0.9993754029273988,not yet completely working this app i dont know when is it will be working properly its sad,Other
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,NEGATIVE,0.9953023195266724,the app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,Feature Requests & Suggestions
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,NEGATIVE,0.999817192554474,its not working totally what a useless app is it,Other
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,NEGATIVE,0.9989368319511414,this app has become the most troubling every day it doesnt work i love the bank and i hate the app,Other
this is so disappointing app 😞,1,2024-07-30,BOA,Google Play,NEGATIVE,0.9998024106025696,this is so disappointing app,Other
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,NEGATIVE,0.8337253928184509,,Other
Nays,5,2024-07-28,BOA,Google Play,NEGATIVE,0.9894010424613952,nays,Other
The worst app,1,2024-07-28,BOA,Google Play,NEGATIVE,0.9997969269752502,the worst app,Other
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,NEGATIVE,0.9993472695350648,it cant even open and only display error messages,Other
not active,1,2024-07-27,BOA,Google Play,NEGATIVE,0.999765932559967,not active,Other
To get good quality,5,2024-07-27,BOA,Google Play,POSITIVE,0.999868392944336,to get good quality,Other
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,NEGATIVE,0.9647620320320128,,Other
uselss app dont download,1,2024-07-26,BOA,Google Play,NEGATIVE,0.9977203011512756,uselss app dont download,Other
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,NEGATIVE,0.9997162222862244,is this app fake i try it not working it say please try again later unable to make transactions what is the purpose of this app if it is not working delete it,Financial Transactions
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,NEGATIVE,0.9991223216056824,this app didnt work they have a new version new app but still not compatible with my samsung s which is vfunny,Other
Corrupted and poor app,1,2024-07-24,BOA,Google Play,NEGATIVE,0.9997439980506896,corrupted and poor app,Other
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,NEGATIVE,0.999801218509674,when i try to use the application it says developer setting should be off where is the setting to off this play still doesnt work for me,Other
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,POSITIVE,0.999450385570526,fix your apollo you guys where the best,Other
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,NEGATIVE,0.9994396567344666,always slow and doesnt work on weekends if you are in a rush or a merchant this app is not for you,Performance Issues
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,NEGATIVE,0.9997815489768982,its very difficult to use the user appones dawenload the user cant operate well no one can help me,Customer Support
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,NEGATIVE,0.999744474887848,poor application it turned off by itself,Other
Allowed,5,2024-07-23,BOA,Google Play,POSITIVE,0.9978752136230468,allowed,Other
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,NEGATIVE,0.9991043210029602,it usually crashes and the reason it gives is a problem on internet connection although the internet was fine,"Performance Issues, Connectivity Issues"
we want international mobile banking,1,2024-07-22,BOA,Google Play,POSITIVE,0.958784818649292,we want international mobile banking,Other
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,NEGATIVE,0.9996084570884703,screenshot isnt working please modify it,Other
Naziriet measho 89160437,1,2024-07-21,BOA,Google Play,NEGATIVE,0.9862651228904724,naziriet measho,Other
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,POSITIVE,0.9124149680137634,ahmed mohammed husen,Other
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,NEGATIVE,0.9996222257614136,is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,Other
I have experiance,5,2024-07-19,BOA,Google Play,NEGATIVE,0.8070299029350281,i have experiance,Other
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,NEGATIVE,0.9997739195823668,the app is not working on android at all it shows an error notification and forcefully closes the app must be fixed asap,Other
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,NEGATIVE,0.999760091304779,crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,"Performance Issues, Feature Requests & Suggestions"
ርይርፍ,3,2024-07-19,BOA,Google Play,NEGATIVE,0.6970566511154175,,Other
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,POSITIVE,0.9991149306297302,the previous application is much better than this one,Other
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,NEGATIVE,0.9994294047355652,worst app it is wise to invest money and you can make it like cbe app even the incon has no image my app has better ui than yours so please invest more and hire professional developer companies and improve it,"User Interface & Experience, Feature Requests & Suggestions, Financial Transactions"
mal,5,2024-07-16,BOA,Google Play,NEGATIVE,0.9996137022972108,mal,Other
It is not working at all,1,2024-07-16,BOA,Google Play,NEGATIVE,0.9997811913490297,it is not working at all,Other
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,NEGATIVE,0.999705970287323,the poorest mobile banking survice ever only error reports frequently,Other
😞😞😞😞,1,2024-07-15,BOA,Google Play,NEGATIVE,0.6970566511154175,,Other
love,3,2025-06-05,Dashen,Google Play,POSITIVE,0.9998735189437866,love,Other
መቸሸጠ,5,2025-06-03,Dashen,Google Play,NEGATIVE,0.6970566511154175,,Other
gadaa,5,2025-06-01,Dashen,Google Play,NEGATIVE,0.7211456894874573,gadaa,Other
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,Google Play,POSITIVE,0.9646419882774352,massive upgrade from the amole app,Feature Requests & Suggestions
very good for this app,5,2025-05-31,Dashen,Google Play,POSITIVE,0.9998138546943665,very good for this app,Other
top,5,2025-05-31,Dashen,Google Play,POSITIVE,0.9997069239616394,top,Other
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play,NEGATIVE,0.999607503414154,this app better than amole but the biometric on new update doesnt work,Feature Requests & Suggestions
wow to it saff and this app,5,2025-05-30,Dashen,Google Play,POSITIVE,0.998571276664734,wow to it saff and this app,Other
it too slow,3,2025-05-29,Dashen,Google Play,NEGATIVE,0.9996801614761353,it too slow,Performance Issues
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play,NEGATIVE,0.8337253928184509,,Other
real life changer,5,2025-05-28,Dashen,Google Play,POSITIVE,0.9997788071632384,real life changer,Performance Issues
👍👍👍,5,2025-05-28,Dashen,Google Play,NEGATIVE,0.6970566511154175,,Other
nice application,5,2025-05-27,Dashen,Google Play,POSITIVE,0.9998229146003724,nice application,Other
useless app ever loading take long,1,2025-05-27,Dashen,Google Play,NEGATIVE,0.9997350573539734,useless app ever loading take long,Performance Issues
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,Google Play,POSITIVE,0.999617338180542,game changer app dashen bank super app is fast secure and easy to use the threeclick payment makes sending money super quick and the qr code payment is perfect for cashless shopping i also love the biometric login and easy airtime and bill payments everything i need is in one place dashen bank has really raised the bar for digital banking in ethiopia highly recommended,"Performance Issues, Account Access Issues, User Interface & Experience, Financial Transactions, Security & Privacy Concerns"
very useful App,1,2025-05-26,Dashen,Google Play,POSITIVE,0.9995785355567932,very useful app,Other
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play,NEGATIVE,0.8351491689682007,simple robust features yes please but the endless loading screen killed the funi couldnt use it for days fix the glitch and ill yeet a higher rating,"Performance Issues, Feature Requests & Suggestions"
Wawww,5,2025-05-24,Dashen,Google Play,NEGATIVE,0.9418039321899414,wawww,Other
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen,Google Play,NEGATIVE,0.9836630821228028,it is good but some times says duplicate transaction why,Financial Transactions
very Nice,5,2025-05-23,Dashen,Google Play,POSITIVE,0.9998563528060912,very nice,Other
its best,5,2025-05-23,Dashen,Google Play,POSITIVE,0.9998121857643129,its best,Other
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play,NEGATIVE,0.999786913394928,it is not as good as to the other mobile bank app,Other
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,Google Play,POSITIVE,0.9996517896652222,the best of best is now arrived empowering your financial freedom experience seamless banking at your fingertips with dashen bank empowering your financial freedom anytime anywhere innovation meets convenience dashen bank mobile banking where innovation meets convenience secure and reliable bank with confidence,Security & Privacy Concerns
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play,NEGATIVE,0.9939862489700316,nothing is changed in the updated version you have been collecting comments but where is the feed back you improved in this version superapp is mot functioning today,"Performance Issues, Feature Requests & Suggestions, Financial Transactions"
The best app ever in finance sector,5,2025-05-18,Dashen,Google Play,POSITIVE,0.9998089671134948,the best app ever in finance sector,Other
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,Google Play,NEGATIVE,0.9983357787132264,its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix,"Account Access Issues, Financial Transactions"
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play,NEGATIVE,0.9937525391578674,dashen bank or dashen super app,Other
wowwwe app,5,2025-05-17,Dashen,Google Play,POSITIVE,0.9829692244529724,wowwwe app,Other
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,Google Play,NEGATIVE,0.9994332194328308,transferring to other bank accounts is a hastle and inconvenient get used to seeing please try again,Financial Transactions
always lagging,1,2025-05-16,Dashen,Google Play,NEGATIVE,0.9998013377189636,always lagging,Performance Issues
Amazing Application...,5,2025-05-16,Dashen,Google Play,POSITIVE,0.9998786449432372,amazing application,Other
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,Google Play,NEGATIVE,0.9976341724395752,dashen bank app is very good but sometimes it is not working well,Other
its my choice,5,2025-05-15,Dashen,Google Play,POSITIVE,0.9962010979652404,its my choice,Other
wow apo,5,2025-05-15,Dashen,Google Play,POSITIVE,0.99947851896286,wow apo,Other
awesome app keep going,5,2025-05-14,Dashen,Google Play,POSITIVE,0.9998502731323242,awesome app keep going,Other
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,Google Play,POSITIVE,0.9992207288742064,it grows ethiopian digital banking step aheadall fetures in onesimple fast and convince,Other
Game changer,5,2025-05-13,Dashen,Google Play,POSITIVE,0.988757073879242,game changer,Performance Issues
Totally amazing,5,2025-05-13,Dashen,Google Play,POSITIVE,0.9998782873153688,totally amazing,Other
super 😎,5,2025-05-13,Dashen,Google Play,POSITIVE,0.9331682920455932,super,Other
what a helpful app!!!!,5,2025-05-13,Dashen,Google Play,POSITIVE,0.9990901947021484,what a helpful app,Customer Support
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,Google Play,POSITIVE,0.9997262358665466,to be honest best banking and lifestyle app in ethiopia,Other
fast,5,2025-05-12,Dashen,Google Play,POSITIVE,0.9989494681358336,fast,Other
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,Google Play,POSITIVE,0.9966461062431335,a must have seamless all in one digital platform db superapp keep living your motto always one step ahead,Other
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen,Google Play,POSITIVE,0.9991555213928224,this app makes digital banking effortless and convenient userfriendly interface secure transactions and excellent features for managing finances efficiently,"User Interface & Experience, Feature Requests & Suggestions, Financial Transactions, Security & Privacy Concerns"
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,Google Play,POSITIVE,0.9998630285263062,amazing app super easy to use and best design loved it,User Interface & Experience
its the best ever,5,2025-05-08,Dashen,Google Play,POSITIVE,0.9998552799224854,its the best ever,Other
excellent game changer App,5,2025-05-08,Dashen,Google Play,POSITIVE,0.9998358488082886,excellent game changer app,Performance Issues
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,Google Play,POSITIVE,0.9995176792144777,i am highly excited by using this application and it is the most favorable as well as preferrable mobile app,Other
it seems me logging out within minutes,1,2025-05-03,Dashen,Google Play,NEGATIVE,0.9982207417488098,it seems me logging out within minutes,Other
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,Google Play,NEGATIVE,0.985798954963684,nice app especially gui and i have got some error when you send within dashen bank the receipter is not get sms notification,"User Interface & Experience, Financial Transactions"
yes i want dashen super open,5,2025-05-02,Dashen,Google Play,POSITIVE,0.999435007572174,yes i want dashen super open,Other
Best App,5,2025-05-02,Dashen,Google Play,POSITIVE,0.999686598777771,best app,Other
faster than this version,5,2025-05-01,Dashen,Google Play,POSITIVE,0.9991979002952576,faster than this version,Other
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,Google Play,POSITIVE,0.9991565942764282,best ui mobile banking app props to design team,User Interface & Experience
bad.,1,2025-04-30,Dashen,Google Play,NEGATIVE,0.9997698664665222,bad,Other
Dashen bank always one step ahead,5,2025-04-30,Dashen,Google Play,POSITIVE,0.9996015429496764,dashen bank always one step ahead,Other
dashen super app is secure band very easy,5,2025-04-29,Dashen,Google Play,POSITIVE,0.9899651408195496,dashen super app is secure band very easy,Security & Privacy Concerns
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,Google Play,POSITIVE,0.9995939135551452,it is very fast and secured mobile banking app i like this app,Security & Privacy Concerns
best app I have ever seen,5,2025-04-29,Dashen,Google Play,POSITIVE,0.9996102452278136,best app i have ever seen,Other
best of best,5,2025-04-29,Dashen,Google Play,POSITIVE,0.9997496008872986,best of best,Other
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,Google Play,NEGATIVE,0.9992387294769288,its slow when i try to see the recent transaction and stucked,"Performance Issues, Financial Transactions"
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,Google Play,POSITIVE,0.999722182750702,wowslnwoooo wowwww amazing,Other
wow appl,5,2025-04-28,Dashen,Google Play,POSITIVE,0.9994691014289856,wow appl,Other
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,Google Play,NEGATIVE,0.9994646906852722,why do i have to change a pin number i use my finger print so dummy,Performance Issues
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,Google Play,NEGATIVE,0.9997708201408386,it is very slow and it lacks many features to be a super app high rating is given by their employees not by the customers,"Performance Issues, Feature Requests & Suggestions"
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,Google Play,POSITIVE,0.9996446371078492,smooth and secure experience transfers bill payments and tracking expenses are all effortless the intuitive design makes banking on the go,"User Interface & Experience, Financial Transactions, Security & Privacy Concerns"
Very easy and Fast.,5,2025-04-24,Dashen,Google Play,POSITIVE,0.9995487332344056,very easy and fast,Other
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,Google Play,NEGATIVE,0.9392756819725036,incomparably userfriendly and fast app for mobile banking,User Interface & Experience
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,Google Play,NEGATIVE,0.9993688464164734,there is nothing super about this app repeatedly failed transaction and wastes customer valuable time if you have to do system upgrade do it at a time when there is less traffic demand your technical difficulty should not be reflected on customer,"Feature Requests & Suggestions, Financial Transactions"
execellent,5,2025-04-24,Dashen,Google Play,NEGATIVE,0.9866806864738464,execellent,Other
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,Google Play,POSITIVE,0.9998038411140442,this super app is a total gamechangerfast reliable and packed with everything i need in one place its seamless and super convenient love it,Performance Issues
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,Google Play,NEGATIVE,0.7598538994789124,all in one secure reliable convenient digital banking game changer,"Performance Issues, Security & Privacy Concerns"
it is incredible product.,5,2025-04-23,Dashen,Google Play,POSITIVE,0.9998867511749268,it is incredible product,Other
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,Google Play,POSITIVE,0.9997783303260804,im really impressed with this app its userfriendly runs smoothly and has all the features i need makes my tasks so much easier and saves me a lot of time highly recommended,"User Interface & Experience, Feature Requests & Suggestions"
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,Google Play,POSITIVE,0.9998760223388672,its an amazing app experience it,Other
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,Google Play,POSITIVE,0.9997599720954896,this is the best banking app ever i recommend everyone to use it,Other
It is the best application!!!,5,2025-04-22,Dashen,Google Play,POSITIVE,0.9998468160629272,it is the best application,Other
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen,Google Play,POSITIVE,0.9998323917388916,exceptional digital experience supperapp will bring new paradigm shift in the banking business bravo dashen keep it up,Other
its features are so dynamic,5,2025-04-22,Dashen,Google Play,POSITIVE,0.999643087387085,its features are so dynamic,Feature Requests & Suggestions
fast &Friendly user Application.,5,2025-04-22,Dashen,Google Play,POSITIVE,0.9993237257003784,fast friendly user application,User Interface & Experience
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen,Google Play,POSITIVE,0.9997664093971252,fast reliable and user friendly keep it up,User Interface & Experience
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,Google Play,POSITIVE,0.9874821901321412,dashen super app is easy to use secure fast transaction,"Financial Transactions, Security & Privacy Concerns"
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,Google Play,POSITIVE,0.9995126724243164,i love this app esp click that make ecommerce easier and convinient,Other
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen,Google Play,POSITIVE,0.9990369081497192,dashen super app contains extended selections for customers and can be easily accessible and also friendly to use,"Account Access Issues, User Interface & Experience"
Great for everyday banking and payments on the go,5,2025-04-22,Dashen,Google Play,POSITIVE,0.9998255372047424,great for everyday banking and payments on the go,Financial Transactions
